Tue May 19 19:40:51 2026    profile

         3485717 function calls (3017295 primitive calls) in 111.181 seconds

   Ordered by: cumulative time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
        5    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:683(_code_to_timestamp_pyc)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.10/inspect.py:1133(getsource)
        1    0.000    0.000    0.000    0.000 {built-in method rclpy._rclpy_pybind11.rclpy_logging_configure}
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.10/inspect.py:1112(getsourcelines)
       60    0.000    0.000    0.000    0.000 {built-in method posix.lstat}
       47    0.000    0.000    0.000    0.000 /usr/lib/python3.10/typing.py:1143(<genexpr>)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3/dist-packages/lark/grammar.py:9(Symbol)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3/dist-packages/em.py:1442(ControlToken)
     1295    0.000    0.000    0.000    0.000 {method 'rstrip' of 'str' objects}
        4    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:1587(_fill_cache)
      354    0.000    0.000    0.000    0.000 /home/will/.local/lib/python3.10/site-packages/torch/serialization.py:1891(_maybe_decode_ascii)
        2    0.000    0.000    0.000    0.000 /opt/ros/humble/local/lib/python3.10/dist-packages/rcl_interfaces/msg/_parameter_value.py:102(__init__)
        1    0.000    0.000    0.000    0.000 /home/will/.local/lib/python3.10/site-packages/torch/utils/serialization/config.py:11(load)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.10/logging/__init__.py:1448(setLevel)
        9    0.000    0.000    0.000    0.000 /usr/lib/python3.10/typing.py:801(__init__)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.10/logging/__init__.py:1403(_clear_cache)
       64    0.000    0.000    0.000    0.000 /usr/lib/python3.10/posixpath.py:71(join)
       81    0.000    0.000    0.000    0.000 {built-in method builtins.max}
      693    0.000    0.000    0.000    0.000 {method 'join' of 'str' objects}
        1    0.000    0.000    0.000    0.000 /opt/ros/humble/lib/python3.10/site-packages/ament_index_python/resources.py:52(get_resource)
      118    0.000    0.000    0.000    0.000 /home/will/.local/lib/python3.10/site-packages/torch/cuda/__init__.py:616(__enter__)
        4    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:1343(_path_hooks)
        5    0.000    0.000    0.000    0.000 /usr/lib/python3.10/typing.py:664(__init__)
        5    0.000    0.000    0.000    0.000 {built-in method io.open}
       40    0.000    0.000    0.000    0.000 /home/will/.local/lib/python3.10/site-packages/_distutils_hack/__init__.py:89(find_spec)
        9    0.000    0.000    0.000    0.000 /opt/ros/humble/local/lib/python3.10/dist-packages/rclpy/qos.py:244(get_c_qos_profile)
       35    0.000    0.000    0.000    0.000 {method '__exit__' of '_io._IOBase' objects}
        4    0.000    0.000    0.000    0.000 {built-in method posix.listdir}
      118    0.000    0.000    0.000    0.000 {built-in method torch._C._cuda_getDevice}
        2    0.000    0.000    0.000    0.000 /usr/lib/python3.10/tokenize.py:390(open)
        1    0.000    0.000    0.000    0.000 /opt/ros/humble/local/lib/python3.10/dist-packages/rcl_interfaces/msg/_parameter.py:25(__import_type_support__)
        1    0.000    0.000    0.000    0.000 /opt/ros/humble/local/lib/python3.10/dist-packages/rclpy/__init__.py:101(get_global_executor)
       23    0.000    0.000    0.000    0.000 /home/will/.local/lib/python3.10/site-packages/torch/nn/modules/utils.py:26(_reverse_repeat_tuple)
       17    0.000    0.000    0.000    0.000 /usr/lib/python3.10/typing.py:267(_remove_dups_flatten)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3/dist-packages/lark/tree.py:36(Tree)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3/dist-packages/lark/lark.py:233(Lark)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3/dist-packages/lark/common.py:15(LexerConf)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3/dist-packages/lark/load_grammar.py:814(FromPackageLoader)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.10/collections/__init__.py:328(namedtuple)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3/dist-packages/lark/lexer.py:129(Token)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3/dist-packages/lark/parsers/lalr_interactive_parser.py:1(<module>)
       54    0.000    0.000    0.000    0.000 {method 'zero_' of 'torch._C.TensorBase' objects}
        1    0.000    0.000    0.000    0.000 /usr/lib/python3/dist-packages/lark/parsers/cyk.py:1(<module>)
       64    0.000    0.000    0.000    0.000 {built-in method torch._has_compatible_shallow_copy_type}
        1    0.000    0.000    0.000    0.000 /opt/ros/humble/local/lib/python3.10/dist-packages/rcl_interfaces/srv/_list_parameters.py:191(__import_type_support__)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3/dist-packages/lark/parse_tree_builder.py:1(<module>)
      122    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:404(parent)
      118    0.000    0.000    0.000    0.000 /home/will/.local/lib/python3.10/site-packages/torch/storage.py:1257(_data_ptr)
        1    0.000    0.000    0.000    0.000 /opt/ros/humble/local/lib/python3.10/dist-packages/rcl_interfaces/srv/_set_parameters.py:163(__import_type_support__)
        1    0.000    0.000    0.000    0.000 /opt/ros/humble/local/lib/python3.10/dist-packages/rclpy/executors.py:789(__init__)
        5    0.000    0.000    0.000    0.000 {built-in method marshal.dumps}
        1    0.000    0.000    0.000    0.000 /opt/ros/humble/local/lib/python3.10/dist-packages/rcl_interfaces/msg/_parameter_descriptor.py:110(__init__)
      122    0.000    0.000    0.000    0.000 /home/will/.local/lib/python3.10/site-packages/torch/cuda/__init__.py:1112(device_count)
        1    0.000    0.000    0.000    0.000 /opt/ros/humble/local/lib/python3.10/dist-packages/rclpy/parameter.py:154(get_parameter_value)
        1    0.000    0.000    0.000    0.000 /opt/ros/humble/local/lib/python3.10/dist-packages/rclpy/executors.py:176(__init__)
      835    0.000    0.000    0.000    0.000 {method 'pop' of 'list' objects}
       26    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:585(_classify_pyc)
        3    0.000    0.000    0.000    0.000 /opt/ros/humble/local/lib/python3.10/dist-packages/rclpy/node.py:1193(_validate_qos_or_depth_parameter)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3/dist-packages/lark/lexer.py:386(BasicLexer)
       14    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:164(_path_isdir)
      118    0.000    0.000    0.000    0.000 {method 'untyped_storage' of 'torch._C.TensorBase' objects}
        1    0.000    0.000    0.000    0.000 /usr/lib/python3/dist-packages/lark/lexer.py:491(ContextualLexer)
        1    0.000    0.000    0.000    0.000 /home/will/.local/lib/python3.10/site-packages/torch/cuda/__init__.py:369(_check_capability)
        2    0.000    0.000    0.000    0.000 /opt/ros/humble/local/lib/python3.10/dist-packages/rclpy/publisher.py:29(__init__)
       23    0.000    0.000    0.000    0.000 /home/will/.local/lib/python3.10/site-packages/torch/nn/init.py:173(calculate_gain)
      116    0.000    0.000    0.000    0.000 /home/will/.local/lib/python3.10/site-packages/typing_extensions.py:177(_should_collect_from_parameters)
        9    0.000    0.000    0.000    0.000 /usr/lib/python3.10/typing.py:722(__init__)
       78    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:84(_unpack_uint32)
      164    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:897(__exit__)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3/dist-packages/lark/lexer.py:22(Pattern)
       26    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:618(_validate_timestamp_pyc)
      118    0.000    0.000    0.000    0.000 /home/will/.local/lib/python3.10/site-packages/torch/storage.py:74(size)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3/dist-packages/lark/exceptions.py:164(UnexpectedCharacters)
       30    0.000    0.000    0.000    0.000 /usr/lib/python3.10/contextlib.py:279(helper)
        2    0.000    0.000    0.000    0.000 /opt/ros/humble/local/lib/python3.10/dist-packages/rclpy/qos_event.py:245(create_event_handlers)
      122    0.000    0.000    0.000    0.000 /home/will/.local/lib/python3.10/site-packages/torch/cuda/__init__.py:414(is_initialized)
      413    0.000    0.000    0.000    0.000 {method 'endswith' of 'str' objects}
      358    0.000    0.000    0.000    0.000 {method 'rpartition' of 'str' objects}
        1    0.000    0.000    0.000    0.000 /usr/lib/python3/dist-packages/lark/parsers/lalr_analysis.py:1(<module>)
      354    0.000    0.000    0.000    0.000 {built-in method torch._C._len_torch_dispatch_stack}
        5    0.000    0.000    0.000    0.000 /home/will/.local/lib/python3.10/site-packages/torch/nn/init.py:247(uniform_)
        2    0.000    0.000    0.000    0.000 /opt/ros/humble/local/lib/python3.10/dist-packages/rclpy/qos.py:76(__init__)
      164    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:893(__enter__)
      635    0.000    0.000    0.000    0.000 {method 'split' of 'str' objects}
       30    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:902(_resolve_name)
      714    0.000    0.000    0.000    0.000 /usr/lib/python3.10/inspect.py:485(<lambda>)
        1    0.000    0.000    0.000    0.000 /opt/ros/humble/local/lib/python3.10/dist-packages/rcl_interfaces/msg/_parameter_event.py:89(__init__)
        2    0.000    0.000    0.000    0.000 /usr/lib/python3.10/typing.py:442(ClassVar)
        1    0.000    0.000    0.000    0.000 {built-in method rclpy._rclpy_pybind11.rclpy_logging_rcutils_log}
     20/7    0.000    0.000    0.000    0.000 /usr/lib/python3.10/sre_parse.py:175(getwidth)
      144    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:134(<genexpr>)
       26    0.000    0.000    0.000    0.000 {built-in method _abc._abc_init}
       16    0.000    0.000    0.000    0.000 /usr/lib/python3.10/genericpath.py:16(exists)
       30    0.000    0.000    0.000    0.000 /usr/lib/python3.10/contextlib.py:139(__exit__)
        4    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:1628(path_hook_for_FileFinder)
       79    0.000    0.000    0.000    0.000 {method 'format' of 'str' objects}
        5    0.000    0.000    0.000    0.000 /home/will/.local/lib/python3.10/site-packages/torch/nn/init.py:69(_no_grad_uniform_)
      165    0.000    0.000    0.000    0.000 /usr/lib/python3.10/typing.py:1031(__eq__)
      354    0.000    0.000    0.000    0.000 /home/will/.local/lib/python3.10/site-packages/torch/utils/_python_dispatch.py:345(<listcomp>)
       67    0.000    0.000    0.000    0.000 /usr/lib/python3.10/sre_parse.py:255(get)
       20    0.000    0.000    0.000    0.000 /usr/lib/python3.10/typing.py:1234(<genexpr>)
        3    0.000    0.000    0.000    0.000 /opt/ros/humble/local/lib/python3.10/dist-packages/rclpy/qos_event.py:66(__init__)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3/dist-packages/lark/parsers/lalr_interactive_parser.py:10(InteractiveParser)
       96    0.000    0.000    0.000    0.000 /home/will/.local/lib/python3.10/site-packages/torch/nn/modules/module.py:1972(remove_from)
        1    0.000    0.000    0.000    0.000 /opt/ros/humble/local/lib/python3.10/dist-packages/std_msgs/msg/_bool.py:25(__import_type_support__)
        1    0.000    0.000    0.000    0.000 /opt/ros/humble/local/lib/python3.10/dist-packages/rcl_interfaces/msg/_parameter.py:76(__init__)
       30    0.000    0.000    0.000    0.000 /usr/lib/python3.10/contextlib.py:102(__init__)
       30    0.000    0.000    0.000    0.000 /usr/lib/python3.10/contextlib.py:130(__enter__)
        7    0.000    0.000    0.000    0.000 /usr/lib/python3.10/posixpath.py:374(abspath)
       11    0.000    0.000    0.000    0.000 /home/will/.local/lib/python3.10/site-packages/torch/package/package_importer.py:741(_patched_getfile)
       92    0.000    0.000    0.000    0.000 /usr/lib/python3.10/sre_parse.py:234(__next)
       23    0.000    0.000    0.000    0.000 /home/will/.local/lib/python3.10/site-packages/typing_extensions.py:3049(_check_generic)
        2    0.000    0.000    0.000    0.000 /home/will/.local/lib/python3.10/site-packages/torch/library.py:283(impl)
      118    0.000    0.000    0.000    0.000 {built-in method torch._C._cuda_maybeExchangeDevice}
      118    0.000    0.000    0.000    0.000 {built-in method torch._C._cuda_exchangeDevice}
       34    0.000    0.000    0.000    0.000 {built-in method builtins.any}
        1    0.000    0.000    0.000    0.000 /usr/lib/python3/dist-packages/lark/parsers/grammar_analysis.py:1(<module>)
       90    0.000    0.000    0.000    0.000 /usr/lib/python3.10/sre_parse.py:165(__getitem__)
        3    0.000    0.000    0.000    0.000 /opt/ros/humble/local/lib/python3.10/dist-packages/rclpy/qos_overriding_options.py:100(_declare_qos_parameters)
        1    0.000    0.000    0.000    0.000 /opt/ros/humble/local/lib/python3.10/dist-packages/cv_bridge/core.py:70(__init__)
        7    0.000    0.000    0.000    0.000 /usr/lib/python3/dist-packages/lark/visitors.py:462(__init__)
        2    0.000    0.000    0.000    0.000 {method 'readlines' of '_io._IOBase' objects}
        1    0.000    0.000    0.000    0.000 /opt/ros/humble/local/lib/python3.10/dist-packages/rcl_interfaces/msg/_integer_range.py:25(__import_type_support__)
      351    0.000    0.000    0.000    0.000 {built-in method _imp.release_lock}
        1    0.000    0.000    0.000    0.000 /usr/lib/python3/dist-packages/lark/visitors.py:453(_VArgsWrapper)
      351    0.000    0.000    0.000    0.000 {built-in method _imp.acquire_lock}
      367    0.000    0.000    0.000    0.000 {built-in method builtins.issubclass}
      118    0.000    0.000    0.000    0.000 /home/will/.local/lib/python3.10/site-packages/torch/nn/parameter.py:193(is_lazy)
       95    0.000    0.000    0.000    0.000 /home/will/.local/lib/python3.10/site-packages/torch/nn/modules/module.py:2411(<dictcomp>)
    57/43    0.000    0.000    0.000    0.000 /usr/lib/python3.10/typing.py:1037(__hash__)
        1    0.000    0.000    0.000    0.000 /opt/ros/humble/local/lib/python3.10/dist-packages/rcl_interfaces/srv/_set_parameters.py:25(__import_type_support__)
        1    0.000    0.000    0.000    0.000 /opt/ros/humble/local/lib/python3.10/dist-packages/rcl_interfaces/srv/_get_parameters.py:158(__import_type_support__)
        1    0.000    0.000    0.000    0.000 /opt/ros/humble/local/lib/python3.10/dist-packages/rcl_interfaces/srv/_get_parameters.py:25(__import_type_support__)
        1    0.000    0.000    0.000    0.000 /opt/ros/humble/local/lib/python3.10/dist-packages/rcl_interfaces/srv/_set_parameters_atomically.py:25(__import_type_support__)
        1    0.000    0.000    0.000    0.000 /opt/ros/humble/local/lib/python3.10/dist-packages/rcl_interfaces/srv/_describe_parameters.py:25(__import_type_support__)
        1    0.000    0.000    0.000    0.000 /opt/ros/humble/local/lib/python3.10/dist-packages/rcl_interfaces/srv/_set_parameters_atomically.py:163(__import_type_support__)
        1    0.000    0.000    0.000    0.000 /opt/ros/humble/local/lib/python3.10/dist-packages/rcl_interfaces/srv/_get_parameter_types.py:25(__import_type_support__)
      115    0.000    0.000    0.000    0.000 /home/will/.local/lib/python3.10/site-packages/torch/nn/modules/utils.py:32(<genexpr>)
        3    0.000    0.000    0.000    0.000 /usr/lib/python3.10/tokenize.py:297(detect_encoding)
        1    0.000    0.000    0.000    0.000 /opt/ros/humble/local/lib/python3.10/dist-packages/rcl_interfaces/srv/_get_parameter_types.py:161(__import_type_support__)
        1    0.000    0.000    0.000    0.000 /opt/ros/humble/local/lib/python3.10/dist-packages/rcl_interfaces/msg/_parameter_value.py:31(__import_type_support__)
        1    0.000    0.000    0.000    0.000 /opt/ros/humble/local/lib/python3.10/dist-packages/rcl_interfaces/srv/_list_parameters.py:26(__import_type_support__)
        1    0.000    0.000    0.000    0.000 /opt/ros/humble/local/lib/python3.10/dist-packages/rcl_interfaces/msg/_parameter_descriptor.py:262(floating_point_range)
        1    0.000    0.000    0.000    0.000 /opt/ros/humble/lib/python3.10/site-packages/ament_index_python/search_paths.py:20(get_search_paths)
      244    0.000    0.000    0.000    0.000 {method 'encode' of 'str' objects}
        1    0.000    0.000    0.000    0.000 /usr/lib/python3/dist-packages/lark/grammar.py:60(RuleOptions)
        1    0.000    0.000    0.000    0.000 /opt/ros/humble/local/lib/python3.10/dist-packages/rcl_interfaces/msg/_list_parameters_result.py:25(__import_type_support__)
        1    0.000    0.000    0.000    0.000 /opt/ros/humble/local/lib/python3.10/dist-packages/rcl_interfaces/msg/_floating_point_range.py:27(__import_type_support__)
        1    0.000    0.000    0.000    0.000 /opt/ros/humble/local/lib/python3.10/dist-packages/rcl_interfaces/msg/_set_parameters_result.py:25(__import_type_support__)
        6    0.000    0.000    0.000    0.000 /usr/lib/python3.10/sre_compile.py:435(_mk_bitmap)
       31    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:542(_check_name_wrapper)
        7    0.000    0.000    0.000    0.000 /usr/lib/python3.10/posixpath.py:335(normpath)
        1    0.000    0.000    0.000    0.000 {built-in method builtins.eval}
       17    0.000    0.000    0.000    0.000 /usr/lib/python3.10/typing.py:253(_deduplicate)
      118    0.000    0.000    0.000    0.000 {method 'data_ptr' of 'torch._C.StorageBase' objects}
        7    0.000    0.000    0.000    0.000 /usr/lib/python3.10/functools.py:35(update_wrapper)
       11    0.000    0.000    0.000    0.000 /usr/lib/python3.10/inspect.py:773(getfile)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3/dist-packages/lark/visitors.py:70(Transformer)
        5    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:522(_calc_mode)
        1    0.000    0.000    0.000    0.000 /opt/ros/humble/local/lib/python3.10/dist-packages/rclpy/signals.py:24(install_signal_handlers)
      402    0.000    0.000    0.000    0.000 {method 'values' of 'collections.OrderedDict' objects}
      162    0.000    0.000    0.000    0.000 /usr/lib/python3.10/typing.py:1022(<genexpr>)
      118    0.000    0.000    0.000    0.000 {method 'is_floating_point' of 'torch._C.TensorBase' objects}
       40    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:357(__init__)
        1    0.000    0.000    0.000    0.000 /opt/ros/humble/local/lib/python3.10/dist-packages/rclpy/node.py:916(_apply_descriptors)
        1    0.000    0.000    0.000    0.000 {built-in method rclpy._rclpy_pybind11.install_signal_handlers}
        4    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:1494(__init__)
      118    0.000    0.000    0.000    0.000 {method 'nbytes' of 'torch._C.StorageBase' objects}
        3    0.000    0.000    0.000    0.000 /usr/lib/python3.10/inspect.py:66(get_annotations)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3/dist-packages/lark/lexer.py:371(Lexer)
        4    0.000    0.000    0.000    0.000 <frozen zipimport>:64(__init__)
       40    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:826(find_spec)
       40    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:180(_path_isabs)
       20    0.000    0.000    0.000    0.000 /usr/lib/python3.10/enum.py:359(__call__)
       30    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:968(_sanity_check)
        1    0.000    0.000    0.000    0.000 /opt/ros/humble/local/lib/python3.10/dist-packages/rclpy/subscription.py:31(__init__)
        2    0.000    0.000    0.000    0.000 {method 'read' of '_io.TextIOWrapper' objects}
        1    0.000    0.000    0.000    0.000 {built-in method torch._C._nn._parse_to}
      119    0.000    0.000    0.000    0.000 {built-in method torch._C._cuda_isInBadFork}
        5    0.000    0.000    0.000    0.000 /usr/lib/python3.10/enum.py:986(__and__)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3/dist-packages/lark/parsers/xearley.py:1(<module>)
       60    0.000    0.000    0.000    0.000 /opt/ros/humble/lib/python3.10/site-packages/rpyutils/add_dll_directories.py:20(add_dll_directories_from_env)
        2    0.000    0.000    0.000    0.000 /home/will/.local/lib/python3.10/site-packages/torch/cuda/__init__.py:1141(get_arch_list)
      118    0.000    0.000    0.000    0.000 /home/will/.local/lib/python3.10/site-packages/torch/overrides.py:2014(is_tensor_like)
       65    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:165(__init__)
        1    0.000    0.000    0.000    0.000 /home/will/.local/lib/python3.10/site-packages/torch/serialization.py:793(_open_file_like)
       96    0.000    0.000    0.000    0.000 {built-in method torch._C._log_api_usage_once}
      157    0.000    0.000    0.000    0.000 {method 'decode' of 'bytes' objects}
      192    0.000    0.000    0.000    0.000 {built-in method _thread.get_ident}
       95    0.000    0.000    0.000    0.000 /home/will/.local/lib/python3.10/site-packages/torch/nn/modules/module.py:2401(<dictcomp>)
       70    0.000    0.000    0.000    0.000 /usr/lib/python3.10/inspect.py:191(isclass)
        1    0.000    0.000    0.000    0.000 /home/will/.local/lib/python3.10/site-packages/torch/cuda/__init__.py:387(_check_cubins)
        1    0.000    0.000    0.000    0.000 /opt/ros/humble/local/lib/python3.10/dist-packages/rclpy/qos_event.py:160(create_event_handlers)
       98    0.000    0.000    0.000    0.000 /home/will/.local/lib/python3.10/site-packages/torch/_weights_only_unpickler.py:578(_check_set_item_target)
      190    0.000    0.000    0.000    0.000 /home/will/.local/lib/python3.10/site-packages/torch/__future__.py:68(get_swap_module_params_on_conversion)
        5    0.000    0.000    0.000    0.000 {built-in method posix.mkdir}
        3    0.000    0.000    0.000    0.000 /opt/ros/humble/local/lib/python3.10/dist-packages/rclpy/node.py:1222(resolve_topic_name)
      118    0.000    0.000    0.000    0.000 /home/will/.local/lib/python3.10/site-packages/torch/serialization.py:561(_cpu_deserialize)
        8    0.000    0.000    0.000    0.000 <string>:2(__init__)
    67/50    0.000    0.000    0.000    0.000 {built-in method builtins.hash}
        8    0.000    0.000    0.000    0.000 /usr/lib/python3.10/codecs.py:319(decode)
        2    0.000    0.000    0.000    0.000 /home/will/.local/lib/python3.10/site-packages/torch/cuda/__init__.py:669(get_device_capability)
        1    0.000    0.000    0.000    0.000 /opt/ros/humble/local/lib/python3.10/dist-packages/rosidl_generator_py/import_type_support_impl.py:1(<module>)
        2    0.000    0.000    0.000    0.000 /opt/ros/humble/local/lib/python3.10/dist-packages/rclpy/guard_condition.py:21(__init__)
        3    0.000    0.000    0.000    0.000 /opt/ros/humble/local/lib/python3.10/dist-packages/rclpy/qos_overriding_options.py:146(_get_allowed_policies)
       40    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:746(find_spec)
       79    0.000    0.000    0.000    0.000 /usr/lib/python3.10/posixpath.py:41(_get_sep)
        1    0.000    0.000    0.000    0.000 /opt/ros/humble/local/lib/python3.10/dist-packages/rclpy/node.py:942(_apply_descriptor)
        2    0.000    0.000    0.000    0.000 /opt/ros/humble/local/lib/python3.10/dist-packages/rcl_interfaces/msg/_parameter_value.py:249(byte_array_value)
       45    0.000    0.000    0.000    0.000 /usr/lib/python3.10/sre_parse.py:250(match)
        1    0.000    0.000    0.000    0.000 /home/will/.local/lib/python3.10/site-packages/torch/serialization.py:775(__init__)
        2    0.000    0.000    0.000    0.000 /home/will/.local/lib/python3.10/site-packages/torch/_ops.py:1370(__getattr__)
      197    0.000    0.000    0.000    0.000 {built-in method posix.fspath}
        2    0.000    0.000    0.000    0.000 /home/will/.local/lib/python3.10/site-packages/torch/utils/_config_module.py:889(__getattr__)
        1    0.000    0.000    0.000    0.000 /opt/ros/humble/lib/python3.10/site-packages/ament_index_python/search_paths.py:33(<listcomp>)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.10/logging/__init__.py:1066(__init__)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.10/logging/__init__.py:2071(getLogger)
        6    0.000    0.000    0.000    0.000 /usr/lib/python3.10/typing.py:1107(__mro_entries__)
       29    0.000    0.000    0.000    0.000 /home/will/.local/lib/python3.10/site-packages/torch/serialization.py:1934(__init__)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.10/getopt.py:1(<module>)
        3    0.000    0.000    0.000    0.000 /opt/ros/humble/local/lib/python3.10/dist-packages/rcl_interfaces/msg/_set_parameters_result.py:72(__init__)
        1    0.000    0.000    0.000    0.000 /home/will/.local/lib/python3.10/site-packages/torch/serialization.py:2200(_is_torchscript_zip)
      141    0.000    0.000    0.000    0.000 {method 'lower' of 'str' objects}
        8    0.000    0.000    0.000    0.000 /home/will/.local/lib/python3.10/site-packages/torch/utils/_config_module.py:322(__init__)
       31    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:48(_new_module)
        6    0.000    0.000    0.000    0.000 /usr/lib/python3.10/sre_compile.py:437(<listcomp>)
        1    0.000    0.000    0.000    0.000 /opt/ros/humble/local/lib/python3.10/dist-packages/rclpy/time_source.py:110(attach_clock)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.10/logging/__init__.py:872(__init__)
        2    0.000    0.000    0.000    0.000 /opt/ros/humble/local/lib/python3.10/dist-packages/rcl_interfaces/msg/_parameter_value.py:351(string_array_value)
      118    0.000    0.000    0.000    0.000 /home/will/.local/lib/python3.10/site-packages/torch/serialization.py:1937(dtype)
        2    0.000    0.000    0.000    0.000 /opt/ros/humble/local/lib/python3.10/dist-packages/rcl_interfaces/msg/_parameter_value.py:272(bool_array_value)
        2    0.000    0.000    0.000    0.000 /home/will/.local/lib/python3.10/site-packages/torch/cuda/__init__.py:687(get_device_properties)
        2    0.000    0.000    0.000    0.000 /home/will/.local/lib/python3.10/site-packages/torch/utils/_config_module.py:412(__getattr__)
        4    0.000    0.000    0.000    0.000 /opt/ros/humble/local/lib/python3.10/dist-packages/rclpy/logging.py:26(get_logger)
       75    0.000    0.000    0.000    0.000 {method 'rfind' of 'str' objects}
        1    0.000    0.000    0.000    0.000 /opt/ros/humble/local/lib/python3.10/dist-packages/rcl_interfaces/msg/_parameter_descriptor.py:287(integer_range)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3/dist-packages/lark/parsers/earley_common.py:1(<module>)
       10    0.000    0.000    0.000    0.000 /opt/ros/humble/local/lib/python3.10/dist-packages/rclpy/callback_groups.py:34(add_entity)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.10/logging/__init__.py:1315(getLogger)
        9    0.000    0.000    0.000    0.000 /usr/lib/python3.10/sre_compile.py:265(_compile_charset)
       11    0.000    0.000    0.000    0.000 /usr/lib/python3.10/typing.py:1330(<genexpr>)
        6    0.000    0.000    0.000    0.000 /usr/lib/python3.10/linecache.py:52(checkcache)
       97    0.000    0.000    0.000    0.000 {built-in method math.sqrt}
      118    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:71(_relax_case)
        1    0.000    0.000    0.000    0.000 /opt/ros/humble/local/lib/python3.10/dist-packages/rclpy/time.py:139(to_msg)
       23    0.000    0.000    0.000    0.000 {method 'is_contiguous' of 'torch._C.TensorBase' objects}
        1    0.000    0.000    0.000    0.000 /opt/ros/humble/local/lib/python3.10/dist-packages/rclpy/clock.py:144(now)
       76    0.000    0.000    0.000    0.000 {built-in method sys._getframe}
       15    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:79(_pack_uint32)
      118    0.000    0.000    0.000    0.000 /home/will/.local/lib/python3.10/site-packages/torch/storage.py:53(__init__)
       12    0.000    0.000    0.000    0.000 /home/will/.local/lib/python3.10/site-packages/torch/cuda/__init__.py:241(_extract_arch_version)
        2    0.000    0.000    0.000    0.000 /home/will/.local/lib/python3.10/site-packages/torch/_ops.py:1407(_get_packet)
      6/5    0.000    0.000    0.000    0.000 /usr/lib/python3.10/sre_compile.py:485(_get_literal_prefix)
       32    0.000    0.000    0.000    0.000 /usr/lib/python3.10/typing.py:705(__eq__)
      2/1    0.000    0.000    0.000    0.000 /opt/ros/humble/local/lib/python3.10/dist-packages/rclpy/executors.py:275(add_node)
        1    0.000    0.000    0.000    0.000 {built-in method builtins.print}
       32    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:1040(__init__)
        1    0.000    0.000    0.000    0.000 /opt/ros/humble/local/lib/python3.10/dist-packages/rcl_interfaces/msg/_parameter_event.py:178(new_parameters)
       50    0.000    0.000    0.000    0.000 {built-in method builtins.min}
